Gene,logFC,P.Value,adj.P.Val,AveExpr_cluster,AveExpr_rest,percentExpr_cluster,percentExpr_rest
RTCA,-1.89948386143125,0.0195665789998851,0.0747652801171195,14.442107,16.341591,1,1
ACTL9,1.44246080872558,0.0195698725001911,0.0747652801171195,10.829832,9.387371,1,1
AMOT,-1.76719037270305,0.019578379945692,0.0747800197213275,13.207132,14.974323,1,1
CD55,3.15627530909547,0.0195878598987921,0.074798465957306,23.586435,20.43016,1,1
NRARP,1.85626404927062,0.0196179690374128,0.0748956596244357,11.964341,10.108077,1,1
TRIM29,1.37469921883566,0.0196705623889752,0.0750786249321966,9.818682,8.443983,1,1
C16orf74,1.46360388174546,0.0197033285903889,0.0751700354582923,11.139126,9.675522,1,1
LYZ,3.99175540391156,0.0197038590830739,0.0751700354582923,24.397293,20.405537,1,1
PPP1R17,1.53384567915447,0.0197101916425455,0.0751763629069721,10.051727,8.517881,1,1
LHFPL2,1.50908805612706,0.0197258570207258,0.0752182750880404,11.650091,10.141003,1,1
ZNF23,1.22321557312731,0.0197955577462159,0.0754661651552825,9.87357,8.650355,1,1
LRP10,-2.30672594900599,0.0198148540264404,0.0755218275263667,17.357098,19.663824,1,1
TNFRSF8,2.43044301957795,0.0198350872325315,0.0755636345050243,12.899254,10.468811,1,1
STK40,-2.19596300621397,0.0198352191544524,0.0755636345050243,17.668188,19.864151,1,1
PTK2B,1.81433041296996,0.0198878353040909,0.0757309224571915,14.785112,12.970781,1,1
TWNK,1.27075550699819,0.019888548648295,0.0757309224571915,9.331345,8.060589,1,1
UPK3B,2.0644120479387,0.0199167263804317,0.0758202667699084,17.776311,15.711899,1,1
TBC1D24,1.48623564746903,0.0199530255879975,0.0759404788351518,12.862794,11.376558,1,1
HMGCS1,-1.85041602048351,0.0199603460196845,0.0759503679632378,13.601963,15.452379,1,1
MRPS34,-1.81886684223688,0.0199663598022618,0.0759552817075637,16.271011,18.089878,1,1
SLC14A2,1.52658474791532,0.0199864463416946,0.0760137155260855,11.004239,9.477655,1,1
FRMPD1,1.40730270491792,0.0199962489692794,0.0760330185394539,8.807428,7.400125,1,1
CLCN1,1.69674760034418,0.0200062626490393,0.0760531147357948,10.227386,8.530638,1,1
HCG22,1.57267768982083,0.0200631893615264,0.0762276978219821,10.757698,9.18502,1,1
RTP2,1.81213655418476,0.0200659809809222,0.0762276978219821,12.548286,10.736149,1,1
OR1J4,1.381129497638,0.0200710672449448,0.0762276978219821,10.506407,9.125278,1,1
SPATA18,-1.83836765826007,0.0200732116448249,0.0762276978219821,12.836349,14.674716,1,1
HOOK3,-2.47320619737259,0.0200758846041977,0.0762276978219821,21.465938,23.939145,1,1
SRSF12,1.31931129936532,0.0200872156195291,0.0762310432532541,9.575643,8.256332,1,1
TTC36,1.45749565774056,0.0200872304953536,0.0762310432532541,10.970952,9.513456,1,1
ANXA9,1.47975326784245,0.0200952861774983,0.0762310432532541,10.616983,9.13723,1,1
MT1B,1.68725542844546,0.0200957239115766,0.0762310432532541,10.680321,8.993065,1,1
APOBEC2,1.2385950214075,0.020130782111672,0.0763394399888796,9.183316,7.944721,1,1
TMCO3,-2.37567255662118,0.0201337916210412,0.0763394399888796,20.421471,22.797143,1,1
OR51D1,1.26524769683593,0.0201585479352651,0.076415292243885,9.022577,7.75733,1,1
MICOS10,-3.18246617788532,0.0201731035343518,0.0764524498695838,30.615307,33.797773,1,1
LOXHD1,1.27371969047133,0.0201946356140409,0.0765160233724931,9.370734,8.097014,1,1
MYO9B,2.27411187710011,0.0202005714659266,0.0765204878610369,18.995671,16.721559,1,1
OSCAR,1.40409025405822,0.0202072299899089,0.0765276871103589,9.688268,8.284178,1,1
CHMP3,-3.35219909566822,0.0202156973991061,0.0765417318661072,23.982862,27.335061,1,1
BCL6B,1.86954919677792,0.0202373043559451,0.0766055079456393,14.601198,12.731648,1,1
CHURC1,-2.34651620339866,0.0202485713138752,0.0766112426349727,22.95859,25.305106,1,1
SULT1B1,1.49728310035077,0.0202513856238647,0.0766112426349727,10.171423,8.67414,1,1
CACNA1C,1.65564542630362,0.0202533703106276,0.0766112426349727,12.431689,10.776043,1,1
HES6,1.31585949898024,0.0202578721043608,0.0766112426349727,9.213734,7.897874,1,1
SERINC5,-3.35188911616544,0.0202769301447162,0.076665290185147,25.354096,28.705986,1,1
CLINT1,-2.35069836957802,0.0202821132403358,0.0766668647138804,18.567142,20.91784,1,1
KLF3,2.49476546109324,0.0203405768901462,0.0768697929278926,23.266697,20.771932,1,1
SNRK,-2.49874776649097,0.0203541480750258,0.0769030109557705,18.640359,21.139107,1,1
GPR135,1.42480238990436,0.020361626491005,0.0769131987978686,11.058696,9.633893,1,1
FLYWCH1,1.50526528264709,0.0204278183895494,0.0771451117580447,12.402068,10.896803,1,1
PARP3,1.70278891564104,0.0204381954164561,0.0771661819432581,12.451218,10.748429,1,1
TOMM70,-1.11231815690258,0.020445128748107,0.0771741439057644,7.764317,8.876635,1,1
WRAP53,1.34490007155643,0.0204499006047232,0.0771741439057644,11.001353,9.656453,1,1
ZNF772,-1.18222181157116,0.0204553829362082,0.0771767251104793,7.929562,9.111783,1,1
CUTA,-3.05101222204096,0.0204677536139447,0.0772052882567278,24.410209,27.461221,1,1
PSMA3,-1.98786844250788,0.0204746863127463,0.0772133305168138,15.815693,17.803562,1,1
CTSG,1.88756122346564,0.0205134739249926,0.0773280052469726,8.979463,7.091902,1,1
HAUS1,1.87444589436484,0.0205147101709047,0.0773280052469726,15.888562,14.014116,1,1
RNF187,-2.42635795117113,0.020530430796736,0.0773691304907924,20.802187,23.228545,1,1
TNFRSF4,1.31841396311403,0.0205556142464799,0.0774289787228749,9.124216,7.805803,1,1
KLK14,1.502740740217,0.0205559400116063,0.0774289787228749,10.772864,9.270123,1,1
TMEM38A,1.17627911624454,0.0205772265753321,0.0774910119966382,8.938454,7.762175,1,1
DYRK1A,-2.14508785399869,0.0205879495974772,0.0775132446923743,17.981613,20.126701,1,1
CDK2AP2,3.44870338467464,0.0205957900870908,0.0775246168408071,29.055617,25.606914,1,1
FOPNL,-1.7494833883527,0.0206281813237053,0.0776232303983902,13.232764,14.982247,1,1
RTEL1,3.64463120638722,0.0206316407580899,0.0776232303983902,33.957704,30.313073,1,1
REG1B,1.21047391848905,0.0206519726526847,0.0776815547581338,9.026152,7.815678,1,1
SF3B6,-1.88028163474704,0.0206592848833504,0.0776908903586178,15.409671,17.289953,1,1
CDC25A,1.44103701195504,0.0206828474844215,0.0777613181251604,9.969471,8.528434,1,1
GTF2B,1.40897748304308,0.0206977651224344,0.0777992180951707,11.466877,10.0579,1,1
MEI1,1.39163768368882,0.0207448667947028,0.0779580461509346,9.000749,7.609111,1,1
HSPB7,1.65586116557341,0.0207794760509224,0.0780698651723982,10.660349,9.004488,1,1
TMX4,-2.30023003131969,0.0207906541917808,0.0780936202757129,18.002665,20.302895,1,1
EHMT1,1.80058830675453,0.0208174752384306,0.0781761082733873,19.132429,17.33184,1,1
TXNRD1,-3.73073130140745,0.0208371326015378,0.0782251312939775,21.073401,24.804133,1,1
CSPG5,1.34070768356753,0.0208402566273746,0.0782251312939775,9.231551,7.890843,1,1
LSMEM1,1.43326134502372,0.0208523083812131,0.0782521063937077,12.450725,11.017464,1,1
GLOD5,-1.26094186366207,0.0209273549329226,0.0785154132822783,7.2142,8.475141,1,1
FBH1,-2.18324980470869,0.0209415637110227,0.0785503989571104,17.072105,19.255355,1,1
RPS6KB2,1.87990898504574,0.0209586413371158,0.078582539444058,15.254018,13.374109,1,1
DEPDC1,1.57111729068673,0.0209642756129575,0.078582539444058,12.117827,10.54671,1,1
ASB7,1.41683103176422,0.020964789651483,0.078582539444058,11.72632,10.309489,1,1
LARS2,1.55253026934413,0.0209780067255602,0.0786041972341258,11.556981,10.004451,1,1
CRY2,-1.67112575602566,0.0209803418755348,0.0786041972341258,12.912101,14.583227,1,1
SPATS2L,-2.9387384612667,0.0209932505131021,0.0786342434216893,22.673564,25.612302,1,1
ZNF532,-2.37559440418067,0.0210103801053541,0.0786800823316684,23.538169,25.913763,1,1
CARS2,-1.62240436918292,0.021038492768362,0.0787670199456084,12.892566,14.51497,1,1
NPM3,1.53770271919851,0.0210495299144533,0.0787900021280118,12.391787,10.854085,1,1
GUCY1A2,1.59920209061359,0.0210766922297778,0.078872629466876,12.809412,11.21021,1,1
FLYWCH2,2.32370119065605,0.0210814122157486,0.078872629466876,18.285168,15.961467,1,1
BSX,1.35459371431479,0.0210982629736041,0.0789173166668483,8.906623,7.552029,1,1
SDF4,-3.79058539368546,0.0211032583474737,0.0789176487469814,33.88085,37.671436,1,1
SNX14,-1.77924432899013,0.0211129391947787,0.0789238376562959,14.719853,16.499097,1,1
HSD17B10,-1.64132512819888,0.0211158762600449,0.0789238376562959,11.502331,13.143656,1,1
HSPB6,1.97154943094539,0.0211196342497325,0.0789238376562959,14.220914,12.249365,1,1
CENPP,1.5102448446238,0.021131728113311,0.0789440159094396,9.112641,7.602396,1,1
SNCAIP,1.7440301091941,0.0211348503174613,0.0789440159094396,11.218154,9.474124,1,1
SEC63,-2.9066928662951,0.0211474803877728,0.0789728522305403,27.973907,30.8806,1,1
FAM174A,-2.1491145302379,0.0211613794705607,0.0790064130465409,14.843925,16.99304,1,1
PUM2,-2.3646531432308,0.02117922525198,0.0790546899403216,16.982504,19.347157,1,1
ITPRIPL1,1.7843386152864,0.021188763654439,0.0790719430668206,10.405073,8.620734,1,1
OR2T3,1.25511050938184,0.0211978022476335,0.0790873234402543,10.431532,9.176422,1,1
RPL10L,1.72185109936314,0.0212590628053684,0.0792974875142731,15.411245,13.689394,1,1
ESYT1,-2.93444540877364,0.0212909611255145,0.0793955903908771,23.740116,26.674561,1,1
TREM1,1.20638611310661,0.0212977972991666,0.0793955903908771,10.222071,9.015685,1,1
TAS2R60,1.64608372027567,0.0213001723785523,0.0793955903908771,10.886479,9.240395,1,1
IFI27L1,1.57876192319272,0.0213137987231546,0.0794279746671036,10.332579,8.753817,1,1
TEX38,1.56172704260156,0.0213271038879176,0.0794591473090726,11.582614,10.020887,1,1
GCA,2.52307705643545,0.0213452593245757,0.0795031411689609,16.371314,13.848237,1,1
INCENP,1.52063063432128,0.0213487979799019,0.0795031411689609,11.886444,10.365814,1,1
OR7A10,1.57874283106382,0.0213555125128127,0.0795097368648332,11.402599,9.823856,1,1
ATP6V0B,-1.99338958961795,0.0214059403496268,0.0796790429491777,19.556332,21.549722,1,1
SSR4,-3.41717587112521,0.021419557897226,0.0797112839470112,26.930365,30.347541,1,1
NRN1L,1.59001758178591,0.0214369160328816,0.0797574271276584,11.27779,9.687772,1,1
NRL,1.526581071844,0.0214617913621303,0.0798315107003939,10.652215,9.125634,1,1
SNURF,-2.48205851450627,0.0214726093413998,0.0798532829241789,21.63459,24.116648,1,1
STH,1.5050056551356,0.0214878711186952,0.0798915670534196,10.167672,8.662666,1,1
TYR,1.43265366485453,0.0215070261646933,0.0799443052537386,10.605308,9.172654,1,1
PIGS,-2.9436681158787,0.0215199364846408,0.0799738120191689,25.758634,28.702303,1,1
SYNGAP1,1.66657256774744,0.0215364553267938,0.0800167122837032,14.134326,12.467754,1,1
ARID5B,-2.55056904955173,0.0215499862925824,0.0800484941177586,16.060651,18.61122,1,1
AGTR2,-1.37614448215882,0.0216097976070815,0.0802342116513757,9.300223,10.676367,1,1
ZNF280D,-2.20372463803616,0.0216099605119224,0.0802342116513757,18.848204,21.051929,1,1
PLAAT4,-2.13948850727185,0.021616260140907,0.0802390787229053,14.115243,16.254731,1,1
CMTM3,-2.24178100870802,0.0216380927802562,0.0802843109262677,18.73555,20.977331,1,1
PTPMT1,-1.87945967310607,0.021638428740697,0.0802843109262677,14.445925,16.325385,1,1
LARP4,-1.82037172757874,0.0216602563039606,0.0803467625444885,14.005075,15.825447,1,1
GPR161,1.46391221743298,0.0216817995950849,0.0804081311245897,12.451616,10.987704,1,1
HLTF,-1.55877926872579,0.0217140922128626,0.0805093266831908,12.251953,13.810732,1,1
SEC23B,-1.64890960731892,0.0217246930104591,0.0805212283284559,11.767591,13.416501,1,1
OR2A4,2.05101572908192,0.0217273147814908,0.0805212283284559,14.910485,12.859469,1,1
SLC25A39,-2.21151002566364,0.0217383805047081,0.0805357816270537,17.842091,20.053601,1,1
RBM17,-1.94366203190445,0.0217412561442842,0.0805357816270537,17.617136,19.560798,1,1
PRRG3,1.73280153345064,0.021762442537872,0.080595700156374,11.736519,10.003717,1,1
ATG3,-2.42121530748894,0.0217748080480942,0.0806153725166099,18.852901,21.274117,1,1
RHOA,-5.58954303742832,0.021777778760549,0.0806153725166099,47.130335,52.719878,1,1
CMTM1,1.64068257292628,0.0217978439920244,0.0806533655223927,12.624657,10.983975,1,1
POLR2I,-2.47914458387686,0.021798071370669,0.0806533655223927,19.870948,22.350092,1,1
H2AC8,1.43685493139821,0.0218440629075666,0.0808049465973553,9.42685,7.989995,1,1
RHEB,-3.5026420721244,0.0218602560389247,0.0808462538813669,36.118459,39.621101,1,1
TFAP2B,1.25210877137009,0.0218961965973219,0.080956933152377,9.316557,8.064448,1,1
ZNF740,1.8077968587349,0.0219051527565567,0.080956933152377,12.689916,10.88212,1,1
ABI1,-2.71116524659539,0.0219052830812699,0.080956933152377,20.665567,23.376733,1,1
WNT10A,1.58245124307717,0.0219125669933022,0.080965248683729,11.021357,9.438906,1,1
MAPK12,1.55146567693348,0.0219316900676888,0.0810086578527518,12.299664,10.748199,1,1
PAQR6,1.42461541965926,0.0219345481063129,0.0810086578527518,10.775879,9.351264,1,1
CDK8,1.63909677819256,0.0219394251185393,0.0810086578527518,13.590063,11.950966,1,1
RNF215,1.68564585827474,0.0219478233925171,0.081021067579813,13.973702,12.288056,1,1
STARD3NL,-1.83733038821434,0.0219754858515241,0.0811045696273323,12.598451,14.435781,1,1
TNFRSF6B,1.6472836218097,0.021986837207051,0.0811278480473064,12.045237,10.397954,1,1
ABHD8,1.73043615615041,0.0220051032563402,0.0811766240309578,13.148922,11.418486,1,1
SLC25A42,1.39654924138886,0.0220184376288589,0.0812071889068028,9.473601,8.077052,1,1
ABCB10,2.0901501121115,0.0220412887577101,0.081272830898443,19.227243,17.137093,1,1
PER1,-2.61124581769432,0.0220508801661892,0.0812895614469372,18.001301,20.612547,1,1
RND2,1.32232020870604,0.0220644511461353,0.0813209514744363,9.459819,8.137499,1,1
FLII,1.79184662315237,0.0220768055414831,0.0813360614077892,14.872386,13.080539,1,1
STK24,-2.61676112845176,0.0220786647666257,0.0813360614077892,26.33838,28.955141,1,1
NEK10,1.41879464384883,0.0221457250012118,0.0815644243003184,9.100719,7.681924,1,1
SOX7,2.31786341730822,0.0221599559295263,0.0815981527404992,19.513268,17.195404,1,1
ZYX,3.02483850846558,0.0221675256223958,0.0816073431244253,34.701835,31.676997,1,1
DBT,-1.3220834196646,0.0222301255458929,0.0818190707734876,7.870633,9.192716,1,1
OR56B4,1.31286266540724,0.0222910213682458,0.0820244309510102,9.477164,8.164301,1,1
GADD45GIP1,-2.09484090700123,0.0223019131703088,0.0820457391196812,17.600465,19.695306,1,1
AOAH,1.78810766932768,0.0223217132950687,0.0820998025698341,13.792414,12.004307,1,1
CAMTA1,-2.72114763037984,0.0223548240939114,0.0822027870888137,21.591918,24.313065,1,1
ERGIC1,-2.443820297288,0.0223800808114745,0.0822768502335443,20.671372,23.115193,1,1
ACOT9,-1.34854975484667,0.0224105022469489,0.0823696976740423,11.095417,12.443966,1,1
AP1S2,-2.21574924312112,0.0224155786321365,0.0823696976740423,18.016487,20.232237,1,1
LRFN1,1.50653036680572,0.0224293946405288,0.0824016407944872,12.273666,10.767136,1,1
TRAF1,1.42727147550208,0.0224363279369476,0.0824082892299304,9.735369,8.308098,1,1
ZSCAN4,1.5920783108877,0.0224535281051791,0.0824526360830368,11.246518,9.65444,1,1
GARNL3,1.57005405221753,0.0224788051289057,0.0825266153146129,12.320938,10.750884,1,1
SNED1,-3.1965233619079,0.0224913229936011,0.0825537286693474,18.745122,21.941645,1,1
STX3,1.80568062270014,0.0225271773397429,0.0826577888776344,13.474935,11.669255,1,1
ZNF146,-3.12407187379972,0.0225299519049707,0.0826577888776344,18.643249,21.767321,1,1
LRRC69,1.35020844281408,0.022555120042599,0.082731254450436,10.486027,9.135818,1,1
RPS28,17.9903016716543,0.0225868253120464,0.0828286589874495,194.896097,176.905795,1,1
H2AC16,1.51471345778151,0.0226183772836451,0.0829254570846017,9.967272,8.452559,1,1
SMIM2,2.04490298273587,0.0226600121880342,0.0830591695606979,18.512219,16.467316,1,1
RIT1,-1.80839082233145,0.0227311371515531,0.0833008908511233,14.253053,16.061444,1,1
NPR2,1.91613303505497,0.022753649143679,0.0833643947213969,15.841066,13.924933,1,1
MEGF10,1.62432410328247,0.0227665880233255,0.0833928038640781,10.714508,9.090184,1,1
FANCD2OS,1.56852080798768,0.0227938796068063,0.0834737612923208,10.874074,9.305554,1,1
ADSS1,1.49114081469965,0.0227995090569815,0.0834753707426567,10.150326,8.659185,1,1
LARP4B,1.45068721647386,0.0228192620041623,0.0835286777594325,13.936288,12.485601,1,1
ARNTL,1.57947749744504,0.0228428040193114,0.0835958270413207,10.204897,8.62542,1,1
METTL18,1.49976669950747,0.0228615431481468,0.0836164725716347,13.626969,12.127203,1,1
FAM122A,3.59015034923993,0.0228622727046192,0.0836164725716347,29.297759,25.707608,1,1
HAPLN4,1.304832480106,0.02286679516198,0.0836164725716347,9.938002,8.633169,1,1
INHBC,1.28755412967862,0.0228692404154825,0.0836164725716347,7.882437,6.594883,1,1
SH2D6,1.67163079426574,0.0229187145593303,0.0837783193118792,11.519272,9.847641,1,1
KANSL1L,-1.66662264068061,0.0229497997789795,0.083872887899365,12.322313,13.988935,1,1
MYL4,1.37993653724978,0.023004940070746,0.0840553057923394,8.89574,7.515803,1,1
CLCNKB,-1.58671685085668,0.023027391605751,0.0841093988494211,10.940469,12.527186,1,1
EPHA8,1.47284893401257,0.0230322855254392,0.0841093988494211,11.456526,9.983677,1,1
PXK,1.57750597540262,0.0230380072070039,0.0841093988494211,11.353199,9.775693,1,1
AJM1,1.74412416450647,0.0230406622314442,0.0841093988494211,13.55386,11.809736,1,1
ANXA2R,1.19427322952176,0.0230589008820748,0.0841518647195375,8.072417,6.878144,1,1
LGR6,1.46770597058973,0.0230627592442005,0.0841518647195375,10.984551,9.516845,1,1
NOTCH2NLA,-4.22976499512082,0.0230746565132589,0.0841761794872434,39.291152,43.520917,1,1
H1-5,1.56063859267926,0.0230809395207505,0.0841800070865648,8.421409,6.86077,1,1
FAM228A,1.78758983053858,0.0230902218051316,0.0841947693297975,11.635269,9.847679,1,1
CRLF3,1.51119154362709,0.0230983511928538,0.0842053219822892,11.26518,9.753989,1,1
IL13RA1,-3.22524960663755,0.023113794186294,0.084228488096082,25.557876,28.783125,1,1
TAC4,1.41124016422816,0.0231151794613346,0.084228488096082,9.238593,7.827353,1,1
H3C15,1.94863947008939,0.0231918269135906,0.0844886396553096,12.071326,10.122686,1,1
KIF4A,1.19821915376668,0.0232095767127961,0.08453415576282,10.265179,9.06696,1,1
RNASE3,1.43950109306352,0.0232271874901655,0.0845791450287124,11.287336,9.847835,1,1
C6orf120,-1.58411888935177,0.0232608353784573,0.0846824980142841,12.11637,13.700488,1,1
RAB37,-1.38821565885564,0.0232701278632739,0.084697156947929,8.165414,9.55363,1,1
CEACAM1,-3.73913403919765,0.0233018647624237,0.0847934825427201,31.940168,35.679302,1,1
SENP6,-1.98763890854724,0.0233153875558664,0.0848234999883636,16.299593,18.287232,1,1
OSBPL3,1.56586155929692,0.0233376910944612,0.0848853087743704,11.963655,10.397793,1,1
NXT1,1.75487424074141,0.0233429321505248,0.0848853087743704,13.575172,11.820298,1,1
IL23R,1.20313669736853,0.0233514158733958,0.0848969649429696,9.633455,8.430318,1,1
CD28,1.59226376465475,0.0233979973990616,0.0850284118391868,10.386295,8.794031,1,1
TRIM23,-1.58612825877395,0.0233981441681324,0.0850284118391868,10.593459,12.179588,1,1
SLC9A4,1.18451846540404,0.0234101597781213,0.0850528596953474,8.735241,7.550722,1,1
PSMA1,-2.5967691584583,0.0234156887659683,0.0850537348942714,20.436627,23.033396,1,1
XG,2.03960368196342,0.0234386761364242,0.0851180101553956,13.177427,11.137824,1,1
NUDC,-2.69842012104018,0.0234611648968005,0.0851804460948394,26.844104,29.542524,1,1
ANKMY2,-1.34274973902007,0.0234731150175347,0.0851988181678235,10.662232,12.004981,1,1
MAF1,-2.4732217480782,0.0234768193309994,0.0851988181678235,19.913512,22.386733,1,1
ST6GALNAC4,1.37557339431747,0.0234941481277814,0.0852424720250928,11.001793,9.626219,1,1
BOC,-1.81194786247925,0.0235511486072022,0.0854300122233288,13.57536,15.387308,1,1
ZNF574,-1.98927223785615,0.023565263155981,0.0854619374522657,15.525166,17.514438,1,1
LGALS3BP,-5.35111914456837,0.023626680108073,0.0856479769660457,41.695219,47.046339,1,1
IL17RC,1.28881099549207,0.0236272117507054,0.0856479769660457,12.478522,11.189711,1,1
CCDC169,1.32715090210476,0.0236376832730469,0.0856666286083113,10.137021,8.80987,1,1
